area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeOffset> Make() { return sk_sp<SkSVGFeOffset>(new SkSVGFeOffset()); },
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Dx, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(Dy, SkSVGNumberType, SkSVGNumberType(0)) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,getInputs,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,parseAndSetAttribute,7,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,Make,7,yes,missing,SkSVGFeTurbulenceBaseFrequency_delete|SkSVGFeTurbulenceBaseFrequency_freqX|SkSVGFeTurbulenceBaseFrequency_freqY|SkSVGFeTurbulenceBaseFrequency_new,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeTurbulence> Make() { return sk_sp<SkSVGFeTurbulence>(new SkSVGFeTurbulence()); },
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,SVG_ATTR,7,no,false_positive,SkSVGFeTurbulenceBaseFrequency_delete|SkSVGFeTurbulenceBaseFrequency_freqX|SkSVGFeTurbulenceBaseFrequency_freqY|SkSVGFeTurbulenceBaseFrequency_new,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(BaseFrequency, SkSVGFeTurbulenceBaseFrequency, SkSVGFeTurbulenceBaseFrequency({})) SVG_ATTR(NumOctaves, SkSVGIntegerType, SkSVGIntegerType(1)) SVG_ATTR(Seed, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(TurbulenceType, SkSVGFeTurb",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,getInputs,7,no,false_positive,SkSVGFeTurbulenceBaseFrequency_delete|SkSVGFeTurbulenceBaseFrequency_freqX|SkSVGFeTurbulenceBaseFrequency_freqY|SkSVGFeTurbulenceBaseFrequency_new,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {}; },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,parseAndSetAttribute,7,no,split_covered,SkSVGFeTurbulenceBaseFrequency_delete|SkSVGFeTurbulenceBaseFrequency_freqX|SkSVGFeTurbulenceBaseFrequency_freqY|SkSVGFeTurbulenceBaseFrequency_new,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFilter> Make() { return sk_sp<SkSVGFilter>(new SkSVGFilter()); },
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,buildFilterDAG,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,sk_sp<SkImageFilter> buildFilterDAG(const SkSVGRenderContext&) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X, SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y, SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Width, SkSVGLength, SkSVGLength(120, SkSVGLength::Unit::kPercentage)) SVG_ATTR(He",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,parseAndSetAttribute,7,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,SkSVGFilterContext,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"SkSVGFilterContext(const SkRect& filterEffectsRegion, const SkSVGObjectBoundingBoxUnits& primitiveUnits) : fFilterEffectsRegion(filterEffectsRegion) , fPrimitiveUnits(primitiveUnits) , fPreviousResult({nullptr, filterEffectsRegion, SkSVGCol",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,filterEffectsRegion,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const SkRect& filterEffectsRegion() const { return fFilterEffectsRegion; },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,filterPrimitiveSubregion,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const SkRect& filterPrimitiveSubregion(const SkSVGFeInputType&) const;,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,primitiveUnits,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const SkSVGObjectBoundingBoxUnits& primitiveUnits() const { return fPrimitiveUnits; },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,registerResult,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"void registerResult(const SkSVGStringType&, const sk_sp<SkImageFilter>&, const SkRect&, SkSVGColorspace);",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,setPreviousResult,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"void setPreviousResult(const sk_sp<SkImageFilter>&, const SkRect&, SkSVGColorspace);",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,previousResultIsSourceGraphic,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool previousResultIsSourceGraphic() const;,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInputColorspace,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"SkSVGColorspace resolveInputColorspace(const SkSVGRenderContext&, const SkSVGFeInputType&) const;",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInput,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"sk_sp<SkImageFilter> resolveInput(const SkSVGRenderContext&, const SkSVGFeInputType&) const;",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInput,14,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"sk_sp<SkImageFilter> resolveInput(const SkSVGRenderContext&, const SkSVGFeInputType&, SkSVGColorspace) const;",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGG.h,SkSVGG,Make,6,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGG> Make() { return sk_sp<SkSVGG>(new SkSVGG()); },
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,SVG_ATTR,12,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Href, SkSVGIRI, SkSVGIRI()) SVG_ATTR(GradientTransform, SkSVGTransformType, SkSVGTransformType(SkMatrix::I())) SVG_ATTR(SpreadMethod, SkSVGSpreadMethod, SkSVGSpreadMethod(SkSVGSpreadMethod::Type::kPad)) SVG_ATTR(GradientUnits, SkSV",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,parseAndSetAttribute,12,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,onAsPaint,12,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const final;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,onMakeShader,12,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix& localMatrix) const = 0;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,Make,11,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGImage> Make() { return sk_sp<SkSVGImage>(new SkSVGImage()); },
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,appendChild,11,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"void appendChild(sk_sp<SkSVGNode>) override { SkDebugf(""cannot append child nodes to this element.\n""); }",Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onPrepareToRender,11,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,bool onPrepareToRender(SkSVGRenderContext*) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onRender,11,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,void onRender(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onAsPath,11,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onObjectBoundingBox,11,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,LoadImage,29,yes,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"static ImageInfo LoadImage(const sk_sp<skresources::ResourceProvider>&, const SkSVGIRI&, const SkRect&, SkSVGPreserveAspectRatio);",SVG image loading depends on skresources provider ownership and should be handled in Phase 14 callback/provider batch
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,SVG_ATTR,29,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Height , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Href , SkSVGIRI , SkSVGIRI()) SVG_ATTR(PreserveAsp",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGLine> Make() { return sk_sp<SkSVGLine>(new SkSVGLine()); },
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X1, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y1, SkSVGLength, SkSVGLength(0)) SVG_ATTR(X2, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y2, SkSVGLength, SkSVGLength(0)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,onDraw,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,onAsPath,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGLinearGradient> Make() { return sk_sp<SkSVGLinearGradient>(new SkSVGLinearGradient()); },
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X1, SkSVGLength, SkSVGLength(0 , SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y1, SkSVGLength, SkSVGLength(0 , SkSVGLength::Unit::kPercentage)) SVG_ATTR(X2, SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y2, S",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,onMakeShader,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix&) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGMask> Make() { return sk_sp<SkSVGMask>(new SkSVGMask()); },
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(120, SkSVGLength::Unit::kPercentage)) SVG_ATTR",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,SkSVGMask,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGMask() : INHERITED(SkSVGTag::kMask) {},value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,parseAndSetAttribute,7,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,bounds,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect bounds(const SkSVGRenderContext&) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,renderMask,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,void renderMask(const SkSVGRenderContext&) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,~SkSVGNode,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 10,coverage_polish,~SkSVGNode() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,appendChild,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,real_gap,P2,Phase 14 callback/provider,design_required,virtual void appendChild(sk_sp<SkSVGNode>) = 0;,Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,render,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,na,P3,Phase 9 optional,tracked,void render(const SkSVGRenderContext&) const;,
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,asPaint,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,na,P3,Phase 9 optional,tracked,"bool asPaint(const SkSVGRenderContext&, SkPaint*) const;",
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,asPath,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,na,P3,Phase 9 optional,tracked,SkPath asPath(const SkSVGRenderContext&) const;,
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,objectBoundingBox,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,na,P3,Phase 9 optional,tracked,SkRect objectBoundingBox(const SkSVGRenderContext&) const;,
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,parseAndSetAttribute,87,no,split_covered,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual bool parseAndSetAttribute(const char* name, const char* value);",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,SVG_PRES_ATTR,87,no,missing,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,real_gap,P3,Phase 9 optional,tracked,"SVG_PRES_ATTR(ClipRule , SkSVGFillRule , true) SVG_PRES_ATTR(Color , SkSVGColorType , true) SVG_PRES_ATTR(ColorInterpolation , SkSVGColorspace, true) SVG_PRES_ATTR(ColorInterpolationFilters, SkSVGColorspace, true) SVG_PRES_ATTR(FillRule , S",
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,ComputeViewboxMatrix,87,yes,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 10,coverage_polish,"static SkMatrix ComputeViewboxMatrix(const SkRect&, const SkRect&, SkSVGPreserveAspectRatio);",protected static helper; generator sees it as a candidate but it is not public C ABI surface
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onPrepareToRender,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual bool onPrepareToRender(SkSVGRenderContext*) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onRender,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual void onRender(const SkSVGRenderContext&) const = 0;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onAsPaint,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const { return false; }",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onAsPath,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual SkPath onAsPath(const SkSVGRenderContext&) const = 0;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onSetAttribute,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual void onSetAttribute(SkSVGAttribute, const SkSVGValue&) {}",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,hasChildren,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 10,coverage_polish,virtual bool hasChildren() const { return false; },protected virtual hook; generator sees it as a method but it is not a public C ABI target
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onObjectBoundingBox,87,no,false_positive,SkSVGNode_setAttribute|SkSVGNode_setAttributeString|SkSVGNode_tag,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual SkRect onObjectBoundingBox(const SkSVGRenderContext&) const { return SkRect::MakeEmpty(); },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,Make,12,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static std::unique_ptr<SkOpenTypeSVGDecoder> Make(const uint8_t* svg, size_t svgLength);",
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,approximateSize,12,no,missing,,real_gap,P3,Phase 9 optional,tracked,size_t approximateSize() override;,
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,render,12,no,missing,,real_gap,P3,Phase 9 optional,tracked,"bool render(SkCanvas&, int upem, SkGlyphID glyphId, SkColor foregroundColor, SkSpan<SkColor> palette) override;",
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,~SkSVGOpenTypeSVGDecoder,12,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~SkSVGOpenTypeSVGDecoder() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGPath> Make() { return sk_sp<SkSVGPath>(new SkSVGPath()); },
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Path, SkPath, SkPath()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onDraw,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onAsPath,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onObjectBoundingBox,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGPattern> Make() { return sk_sp<SkSVGPattern>(new SkSVGPattern()); },
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Href, SkSVGIRI, SkSVGIRI()) SVG_OPTIONAL_ATTR(X , SkSVGLength) SVG_OPTIONAL_ATTR(Y , SkSVGLength) SVG_OPTIONAL_ATTR(Width , SkSVGLength) SVG_OPTIONAL_ATTR(Height , SkSVGLength) SVG_OPTIONAL_ATTR(PatternTransform, SkSVGTransformType",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,parseAndSetAttribute,9,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,onAsPaint,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
